Sucursal,País,Ciudad,Mes,Categoría,Ventas,Empleados Sucursal
Sucursal_167,Perú,Lima,2024-05,Refrigeradores,10758,58
Sucursal_167,Perú,Lima,2024-05,Lavadoras,25616,58
Sucursal_167,Perú,Lima,2024-05,Televisores,34980,58
Sucursal_167,Perú,Lima,2024-05,Microondas,95888,58
Sucursal_167,Perú,Lima,2024-06,Refrigeradores,38782,58
Sucursal_167,Perú,Lima,2024-06,Lavadoras,38627,58
Sucursal_167,Perú,Lima,2024-06,Televisores,22703,58
Sucursal_167,Perú,Lima,2024-06,Microondas,46845,58
Sucursal_167,Perú,Lima,2024-07,Refrigeradores,40612,58
Sucursal_167,Perú,Lima,2024-07,Lavadoras,9767,58
Sucursal_167,Perú,Lima,2024-07,Televisores,41041,58
Sucursal_167,Perú,Lima,2024-07,Microondas,88013,58
Sucursal_167,Perú,Lima,2024-08,Refrigeradores,18281,58
Sucursal_167,Perú,Lima,2024-08,Lavadoras,12145,58
Sucursal_167,Perú,Lima,2024-08,Televisores,13304,58
Sucursal_167,Perú,Lima,2024-08,Microondas,125611,58
Sucursal_167,Perú,Lima,2024-09,Refrigeradores,30978,58
Sucursal_167,Perú,Lima,2024-09,Lavadoras,40607,58
Sucursal_167,Perú,Lima,2024-09,Televisores,18579,58
Sucursal_167,Perú,Lima,2024-09,Microondas,61726,58
Sucursal_167,Perú,Lima,2024-10,Refrigeradores,38101,58
Sucursal_167,Perú,Lima,2024-10,Lavadoras,38833,58
Sucursal_167,Perú,Lima,2024-10,Televisores,22467,58
Sucursal_167,Perú,Lima,2024-10,Microondas,64375,58
Sucursal_167,Perú,Lima,2024-11,Refrigeradores,33280,58
Sucursal_167,Perú,Lima,2024-11,Lavadoras,18195,58
Sucursal_167,Perú,Lima,2024-11,Televisores,12915,58
Sucursal_167,Perú,Lima,2024-11,Microondas,97186,58
Sucursal_167,Perú,Lima,2024-12,Refrigeradores,20173,58
Sucursal_167,Perú,Lima,2024-12,Lavadoras,33126,58
Sucursal_167,Perú,Lima,2024-12,Televisores,29653,58
Sucursal_167,Perú,Lima,2024-12,Microondas,101821,58
Sucursal_168,México,Guadalajara,2024-01,Refrigeradores,21298,38
Sucursal_168,México,Guadalajara,2024-01,Lavadoras,22883,38
Sucursal_168,México,Guadalajara,2024-01,Televisores,76881,38
Sucursal_168,México,Guadalajara,2024-01,Microondas,32705,38
Sucursal_168,México,Guadalajara,2024-02,Refrigeradores,24641,38
Sucursal_168,México,Guadalajara,2024-02,Lavadoras,21093,38
Sucursal_168,México,Guadalajara,2024-02,Televisores,154861,38
Sucursal_168,México,Guadalajara,2024-02,Microondas,20236,38
Sucursal_168,México,Guadalajara,2024-03,Refrigeradores,34865,38
Sucursal_168,México,Guadalajara,2024-03,Lavadoras,35119,38
Sucursal_168,México,Guadalajara,2024-03,Televisores,62281,38
Sucursal_168,México,Guadalajara,2024-03,Microondas,27735,38
Sucursal_168,México,Guadalajara,2024-04,Refrigeradores,24313,38
Sucursal_168,México,Guadalajara,2024-04,Lavadoras,44256,38
Sucursal_168,México,Guadalajara,2024-04,Televisores,147305,38
Sucursal_168,México,Guadalajara,2024-04,Microondas,48765,38
Sucursal_168,México,Guadalajara,2024-05,Refrigeradores,50332,38
Sucursal_168,México,Guadalajara,2024-05,Lavadoras,45113,38
Sucursal_168,México,Guadalajara,2024-05,Televisores,79825,38
Sucursal_168,México,Guadalajara,2024-05,Microondas,15686,38
Sucursal_168,México,Guadalajara,2024-06,Refrigeradores,13134,38
Sucursal_168,México,Guadalajara,2024-06,Lavadoras,44277,38
Sucursal_168,México,Guadalajara,2024-06,Televisores,145809,38
Sucursal_168,México,Guadalajara,2024-06,Microondas,22986,38
Sucursal_168,México,Guadalajara,2024-07,Refrigeradores,47467,38
Sucursal_168,México,Guadalajara,2024-07,Lavadoras,11699,38
Sucursal_168,México,Guadalajara,2024-07,Televisores,66828,38
Sucursal_168,México,Guadalajara,2024-07,Microondas,51861,38
Sucursal_168,México,Guadalajara,2024-08,Refrigeradores,32035,38
Sucursal_168,México,Guadalajara,2024-08,Lavadoras,23668,38
Sucursal_168,México,Guadalajara,2024-08,Televisores,150914,38
Sucursal_168,México,Guadalajara,2024-08,Microondas,49291,38
Sucursal_168,México,Guadalajara,2024-09,Refrigeradores,29739,38
Sucursal_168,México,Guadalajara,2024-09,Lavadoras,53145,38
Sucursal_168,México,Guadalajara,2024-09,Televisores,85482,38
Sucursal_168,México,Guadalajara,2024-09,Microondas,43110,38
Sucursal_168,México,Guadalajara,2024-10,Refrigeradores,23433,38
Sucursal_168,México,Guadalajara,2024-10,Lavadoras,47076,38
Sucursal_168,México,Guadalajara,2024-10,Televisores,81589,38
Sucursal_168,México,Guadalajara,2024-10,Microondas,47742,38
Sucursal_168,México,Guadalajara,2024-11,Refrigeradores,16093,38
Sucursal_168,México,Guadalajara,2024-11,Lavadoras,25713,38
Sucursal_168,México,Guadalajara,2024-11,Televisores,86143,38
Sucursal_168,México,Guadalajara,2024-11,Microondas,47466,38
Sucursal_168,México,Guadalajara,2024-12,Refrigeradores,14277,38
Sucursal_168,México,Guadalajara,2024-12,Lavadoras,44831,38
Sucursal_168,México,Guadalajara,2024-12,Televisores,94315,38
Sucursal_168,México,Guadalajara,2024-12,Microondas,35493,38
Sucursal_169,Colombia,Bogotá,2024-01,Refrigeradores,48529,42
Sucursal_169,Colombia,Bogotá,2024-01,Lavadoras,41258,42
Sucursal_169,Colombia,Bogotá,2024-01,Televisores,202613,42
Sucursal_169,Colombia,Bogotá,2024-01,Microondas,62583,42
Sucursal_169,Colombia,Bogotá,2024-02,Refrigeradores,70763,42
Sucursal_169,Colombia,Bogotá,2024-02,Lavadoras,52108,42
Sucursal_169,Colombia,Bogotá,2024-02,Televisores,165887,42
Sucursal_169,Colombia,Bogotá,2024-02,Microondas,16095,42
Sucursal_169,Colombia,Bogotá,2024-03,Refrigeradores,53082,42
Sucursal_169,Colombia,Bogotá,2024-03,Lavadoras,68628,42
Sucursal_169,Colombia,Bogotá,2024-03,Televisores,209248,42
Sucursal_169,Colombia,Bogotá,2024-03,Microondas,17078,42
Sucursal_169,Colombia,Bogotá,2024-04,Refrigeradores,36277,42
Sucursal_169,Colombia,Bogotá,2024-04,Lavadoras,56534,42
Sucursal_169,Colombia,Bogotá,2024-04,Televisores,134036,42
Sucursal_169,Colombia,Bogotá,2024-04,Microondas,42725,42
Sucursal_169,Colombia,Bogotá,2024-05,Refrigeradores,45656,42
Sucursal_169,Colombia,Bogotá,2024-05,Lavadoras,34665,42
Sucursal_169,Colombia,Bogotá,2024-05,Televisores,105477,42
Sucursal_169,Colombia,Bogotá,2024-05,Microondas,42408,42
Sucursal_169,Colombia,Bogotá,2024-06,Refrigeradores,21821,42
Sucursal_169,Colombia,Bogotá,2024-06,Lavadoras,64567,42
Sucursal_169,Colombia,Bogotá,2024-06,Televisores,221938,42
Sucursal_169,Colombia,Bogotá,2024-06,Microondas,77558,42
Sucursal_169,Colombia,Bogotá,2024-07,Refrigeradores,37242,42
Sucursal_169,Colombia,Bogotá,2024-07,Lavadoras,43123,42
Sucursal_169,Colombia,Bogotá,2024-07,Televisores,118459,42
Sucursal_169,Colombia,Bogotá,2024-07,Microondas,68626,42
Sucursal_169,Colombia,Bogotá,2024-08,Refrigeradores,71737,42
Sucursal_169,Colombia,Bogotá,2024-08,Lavadoras,65420,42
Sucursal_169,Colombia,Bogotá,2024-08,Televisores,158948,42
Sucursal_169,Colombia,Bogotá,2024-08,Microondas,43631,42
Sucursal_169,Colombia,Bogotá,2024-09,Refrigeradores,42710,42
Sucursal_169,Colombia,Bogotá,2024-09,Lavadoras,47417,42
Sucursal_169,Colombia,Bogotá,2024-09,Televisores,128712,42
Sucursal_169,Colombia,Bogotá,2024-09,Microondas,30153,42
Sucursal_169,Colombia,Bogotá,2024-10,Refrigeradores,40669,42
Sucursal_169,Colombia,Bogotá,2024-10,Lavadoras,62923,42
Sucursal_169,Colombia,Bogotá,2024-10,Televisores,195158,42
Sucursal_169,Colombia,Bogotá,2024-10,Microondas,60274,42
Sucursal_169,Colombia,Bogotá,2024-11,Refrigeradores,46253,42
Sucursal_169,Colombia,Bogotá,2024-11,Lavadoras,69713,42
Sucursal_169,Colombia,Bogotá,2024-11,Televisores,219160,42
Sucursal_169,Colombia,Bogotá,2024-11,Microondas,16599,42
Sucursal_169,Colombia,Bogotá,2024-12,Refrigeradores,16785,42
Sucursal_169,Colombia,Bogotá,2024-12,Lavadoras,54044,42
Sucursal_169,Colombia,Bogotá,2024-12,Televisores,122637,42
Sucursal_169,Colombia,Bogotá,2024-12,Microondas,21123,42
Sucursal_170,México,Ciudad de México,2024-01,Refrigeradores,64950,49
Sucursal_170,México,Ciudad de México,2024-01,Lavadoras,74228,49
Sucursal_170,México,Ciudad de México,2024-01,Televisores,208281,49
Sucursal_170,México,Ciudad de México,2024-01,Microondas,30615,49
Sucursal_170,México,Ciudad de México,2024-02,Refrigeradores,63012,49
Sucursal_170,México,Ciudad de México,2024-02,Lavadoras,69688,49
Sucursal_170,México,Ciudad de México,2024-02,Televisores,201736,49
Sucursal_170,México,Ciudad de México,2024-02,Microondas,18306,49
Sucursal_170,México,Ciudad de México,2024-03,Refrigeradores,68640,49
Sucursal_170,México,Ciudad de México,2024-03,Lavadoras,46240,49
Sucursal_170,México,Ciudad de México,2024-03,Televisores,237780,49
Sucursal_170,México,Ciudad de México,2024-03,Microondas,74937,49
Sucursal_170,México,Ciudad de México,2024-04,Refrigeradores,36041,49
Sucursal_170,México,Ciudad de México,2024-04,Lavadoras,73791,49
Sucursal_170,México,Ciudad de México,2024-04,Televisores,192805,49
Sucursal_170,México,Ciudad de México,2024-04,Microondas,27774,49
Sucursal_170,México,Ciudad de México,2024-05,Refrigeradores,75853,49
Sucursal_170,México,Ciudad de México,2024-05,Lavadoras,47765,49
Sucursal_170,México,Ciudad de México,2024-05,Televisores,246929,49
Sucursal_170,México,Ciudad de México,2024-05,Microondas,67773,49
Sucursal_170,México,Ciudad de México,2024-06,Refrigeradores,41872,49
Sucursal_170,México,Ciudad de México,2024-06,Lavadoras,37723,49
Sucursal_170,México,Ciudad de México,2024-06,Televisores,221486,49
Sucursal_170,México,Ciudad de México,2024-06,Microondas,78405,49
Sucursal_170,México,Ciudad de México,2024-07,Refrigeradores,73214,49
Sucursal_170,México,Ciudad de México,2024-07,Lavadoras,43093,49
Sucursal_170,México,Ciudad de México,2024-07,Televisores,200274,49
Sucursal_170,México,Ciudad de México,2024-07,Microondas,39444,49
Sucursal_170,México,Ciudad de México,2024-08,Refrigeradores,32509,49
Sucursal_170,México,Ciudad de México,2024-08,Lavadoras,34876,49
Sucursal_170,México,Ciudad de México,2024-08,Televisores,140341,49
Sucursal_170,México,Ciudad de México,2024-08,Microondas,27522,49
Sucursal_170,México,Ciudad de México,2024-09,Refrigeradores,62413,49
Sucursal_170,México,Ciudad de México,2024-09,Lavadoras,25040,49
Sucursal_170,México,Ciudad de México,2024-09,Televisores,198143,49
Sucursal_170,México,Ciudad de México,2024-09,Microondas,82142,49
Sucursal_170,México,Ciudad de México,2024-10,Refrigeradores,23624,49
Sucursal_170,México,Ciudad de México,2024-10,Lavadoras,63546,49
Sucursal_170,México,Ciudad de México,2024-10,Televisores,217237,49
Sucursal_170,México,Ciudad de México,2024-10,Microondas,58950,49
Sucursal_170,México,Ciudad de México,2024-11,Refrigeradores,21861,49
Sucursal_170,México,Ciudad de México,2024-11,Lavadoras,28083,49
Sucursal_170,México,Ciudad de México,2024-11,Televisores,170569,49
Sucursal_170,México,Ciudad de México,2024-11,Microondas,53281,49
Sucursal_170,México,Ciudad de México,2024-12,Refrigeradores,48021,49
Sucursal_170,México,Ciudad de México,2024-12,Lavadoras,24194,49
Sucursal_170,México,Ciudad de México,2024-12,Televisores,203597,49
Sucursal_170,México,Ciudad de México,2024-12,Microondas,41753,49
Sucursal_171,Chile,Santiago,2024-01,Refrigeradores,59350,41
Sucursal_171,Chile,Santiago,2024-01,Lavadoras,130099,41
Sucursal_171,Chile,Santiago,2024-01,Televisores,39428,41
Sucursal_171,Chile,Santiago,2024-01,Microondas,36973,41
Sucursal_171,Chile,Santiago,2024-02,Refrigeradores,41277,41
Sucursal_171,Chile,Santiago,2024-02,Lavadoras,142423,41
Sucursal_171,Chile,Santiago,2024-02,Televisores,25517,41
Sucursal_171,Chile,Santiago,2024-02,Microondas,57483,41
Sucursal_171,Chile,Santiago,2024-03,Refrigeradores,22921,41
Sucursal_171,Chile,Santiago,2024-03,Lavadoras,159429,41
Sucursal_171,Chile,Santiago,2024-03,Televisores,48616,41
Sucursal_171,Chile,Santiago,2024-03,Microondas,13987,41
Sucursal_171,Chile,Santiago,2024-04,Refrigeradores,61145,41
Sucursal_171,Chile,Santiago,2024-04,Lavadoras,108474,41
Sucursal_171,Chile,Santiago,2024-04,Televisores,20248,41
Sucursal_171,Chile,Santiago,2024-04,Microondas,51101,41
Sucursal_171,Chile,Santiago,2024-05,Refrigeradores,62593,41
Sucursal_171,Chile,Santiago,2024-05,Lavadoras,109221,41
Sucursal_171,Chile,Santiago,2024-05,Televisores,36702,41
Sucursal_171,Chile,Santiago,2024-05,Microondas,43052,41
Sucursal_171,Chile,Santiago,2024-06,Refrigeradores,43466,41
Sucursal_171,Chile,Santiago,2024-06,Lavadoras,98763,41
Sucursal_171,Chile,Santiago,2024-06,Televisores,27333,41
Sucursal_171,Chile,Santiago,2024-06,Microondas,54384,41
Sucursal_171,Chile,Santiago,2024-07,Refrigeradores,41918,41
Sucursal_171,Chile,Santiago,2024-07,Lavadoras,185316,41
Sucursal_171,Chile,Santiago,2024-07,Televisores,33233,41
Sucursal_171,Chile,Santiago,2024-07,Microondas,50708,41
Sucursal_171,Chile,Santiago,2024-08,Refrigeradores,63734,41
Sucursal_171,Chile,Santiago,2024-08,Lavadoras,80680,41
Sucursal_171,Chile,Santiago,2024-08,Televisores,58404,41
Sucursal_171,Chile,Santiago,2024-08,Microondas,47764,41
Sucursal_171,Chile,Santiago,2024-09,Refrigeradores,49575,41
Sucursal_171,Chile,Santiago,2024-09,Lavadoras,162407,41
Sucursal_171,Chile,Santiago,2024-09,Televisores,30804,41
Sucursal_171,Chile,Santiago,2024-09,Microondas,30313,41
Sucursal_171,Chile,Santiago,2024-10,Refrigeradores,55996,41
Sucursal_171,Chile,Santiago,2024-10,Lavadoras,78840,41
Sucursal_171,Chile,Santiago,2024-10,Televisores,62560,41
Sucursal_171,Chile,Santiago,2024-10,Microondas,50802,41
Sucursal_171,Chile,Santiago,2024-11,Refrigeradores,33639,41
Sucursal_171,Chile,Santiago,2024-11,Lavadoras,190911,41
Sucursal_171,Chile,Santiago,2024-11,Televisores,49798,41
Sucursal_171,Chile,Santiago,2024-11,Microondas,16752,41
Sucursal_171,Chile,Santiago,2024-12,Refrigeradores,23373,41
Sucursal_171,Chile,Santiago,2024-12,Lavadoras,111833,41
Sucursal_171,Chile,Santiago,2024-12,Televisores,61877,41
Sucursal_171,Chile,Santiago,2024-12,Microondas,58105,41
Sucursal_172,Argentina,Córdoba,2024-01,Refrigeradores,48000,49
Sucursal_172,Argentina,Córdoba,2024-01,Lavadoras,17158,49
Sucursal_172,Argentina,Córdoba,2024-01,Televisores,18698,49
Sucursal_172,Argentina,Córdoba,2024-01,Microondas,29631,49
Sucursal_172,Argentina,Córdoba,2024-02,Refrigeradores,42472,49
Sucursal_172,Argentina,Córdoba,2024-02,Lavadoras,34247,49
Sucursal_172,Argentina,Córdoba,2024-02,Televisores,12678,49
Sucursal_172,Argentina,Córdoba,2024-02,Microondas,31763,49
Sucursal_172,Argentina,Córdoba,2024-03,Refrigeradores,51396,49
Sucursal_172,Argentina,Córdoba,2024-03,Lavadoras,29051,49
Sucursal_172,Argentina,Córdoba,2024-03,Televisores,20576,49
Sucursal_172,Argentina,Córdoba,2024-03,Microondas,13012,49
Sucursal_172,Argentina,Córdoba,2024-04,Refrigeradores,107934,49
Sucursal_172,Argentina,Córdoba,2024-04,Lavadoras,9932,49
Sucursal_172,Argentina,Córdoba,2024-04,Televisores,37062,49
Sucursal_172,Argentina,Córdoba,2024-04,Microondas,36065,49
Sucursal_172,Argentina,Córdoba,2024-05,Refrigeradores,99910,49
Sucursal_172,Argentina,Córdoba,2024-05,Lavadoras,26606,49
Sucursal_172,Argentina,Córdoba,2024-05,Televisores,16286,49
Sucursal_172,Argentina,Córdoba,2024-05,Microondas,30831,49
Sucursal_172,Argentina,Córdoba,2024-06,Refrigeradores,69165,49
Sucursal_172,Argentina,Córdoba,2024-06,Lavadoras,13076,49
Sucursal_172,Argentina,Córdoba,2024-06,Televisores,8125,49
Sucursal_172,Argentina,Córdoba,2024-06,Microondas,22367,49
Sucursal_172,Argentina,Córdoba,2024-07,Refrigeradores,45113,49
Sucursal_172,Argentina,Córdoba,2024-07,Lavadoras,34581,49
Sucursal_172,Argentina,Córdoba,2024-07,Televisores,20110,49
Sucursal_172,Argentina,Córdoba,2024-07,Microondas,31933,49
Sucursal_172,Argentina,Córdoba,2024-08,Refrigeradores,106583,49
Sucursal_172,Argentina,Córdoba,2024-08,Lavadoras,26860,49
Sucursal_172,Argentina,Córdoba,2024-08,Televisores,28859,49
Sucursal_172,Argentina,Córdoba,2024-08,Microondas,30633,49
Sucursal_172,Argentina,Córdoba,2024-09,Refrigeradores,45116,49
Sucursal_172,Argentina,Córdoba,2024-09,Lavadoras,32612,49
Sucursal_172,Argentina,Córdoba,2024-09,Televisores,34714,49
Sucursal_172,Argentina,Córdoba,2024-09,Microondas,24383,49
Sucursal_172,Argentina,Córdoba,2024-10,Refrigeradores,105029,49
Sucursal_172,Argentina,Córdoba,2024-10,Lavadoras,24509,49
Sucursal_172,Argentina,Córdoba,2024-10,Televisores,18698,49
Sucursal_172,Argentina,Córdoba,2024-10,Microondas,34732,49
Sucursal_172,Argentina,Córdoba,2024-11,Refrigeradores,72523,49
Sucursal_172,Argentina,Córdoba,2024-11,Lavadoras,22244,49
Sucursal_172,Argentina,Córdoba,2024-11,Televisores,26885,49
Sucursal_172,Argentina,Córdoba,2024-11,Microondas,12617,49
Sucursal_172,Argentina,Córdoba,2024-12,Refrigeradores,105628,49
Sucursal_172,Argentina,Córdoba,2024-12,Lavadoras,22366,49
Sucursal_172,Argentina,Córdoba,2024-12,Televisores,15144,49
Sucursal_172,Argentina,Córdoba,2024-12,Microondas,8115,49
Sucursal_173,Argentina,Buenos Aires,2024-01,Refrigeradores,96898,50
Sucursal_173,Argentina,Buenos Aires,2024-01,Lavadoras,30085,50
Sucursal_173,Argentina,Buenos Aires,2024-01,Televisores,9481,50
Sucursal_173,Argentina,Buenos Aires,2024-01,Microondas,14395,50
Sucursal_173,Argentina,Buenos Aires,2024-02,Refrigeradores,100924,50
Sucursal_173,Argentina,Buenos Aires,2024-02,Lavadoras,14816,50
Sucursal_173,Argentina,Buenos Aires,2024-02,Televisores,21816,50
Sucursal_173,Argentina,Buenos Aires,2024-02,Microondas,23259,50
Sucursal_173,Argentina,Buenos Aires,2024-03,Refrigeradores,93771,50
Sucursal_173,Argentina,Buenos Aires,2024-03,Lavadoras,24486,50
Sucursal_173,Argentina,Buenos Aires,2024-03,Televisores,12956,50
Sucursal_173,Argentina,Buenos Aires,2024-03,Microondas,30947,50
Sucursal_173,Argentina,Buenos Aires,2024-04,Refrigeradores,96913,50
Sucursal_173,Argentina,Buenos Aires,2024-04,Lavadoras,27462,50
Sucursal_173,Argentina,Buenos Aires,2024-04,Televisores,17606,50
Sucursal_173,Argentina,Buenos Aires,2024-04,Microondas,14782,50
Sucursal_173,Argentina,Buenos Aires,2024-05,Refrigeradores,104088,50
Sucursal_173,Argentina,Buenos Aires,2024-05,Lavadoras,34580,50
Sucursal_173,Argentina,Buenos Aires,2024-05,Televisores,21117,50
Sucursal_173,Argentina,Buenos Aires,2024-05,Microondas,35359,50
Sucursal_173,Argentina,Buenos Aires,2024-06,Refrigeradores,108144,50
Sucursal_173,Argentina,Buenos Aires,2024-06,Lavadoras,32830,50
Sucursal_173,Argentina,Buenos Aires,2024-06,Televisores,24279,50
Sucursal_173,Argentina,Buenos Aires,2024-06,Microondas,22386,50
Sucursal_173,Argentina,Buenos Aires,2024-07,Refrigeradores,78517,50
Sucursal_173,Argentina,Buenos Aires,2024-07,Lavadoras,35321,50
Sucursal_173,Argentina,Buenos Aires,2024-07,Televisores,32737,50
Sucursal_173,Argentina,Buenos Aires,2024-07,Microondas,30444,50
Sucursal_173,Argentina,Buenos Aires,2024-08,Refrigeradores,88423,50
Sucursal_173,Argentina,Buenos Aires,2024-08,Lavadoras,35808,50
Sucursal_173,Argentina,Buenos Aires,2024-08,Televisores,16785,50
Sucursal_173,Argentina,Buenos Aires,2024-08,Microondas,24045,50
Sucursal_173,Argentina,Buenos Aires,2024-09,Refrigeradores,83128,50
Sucursal_173,Argentina,Buenos Aires,2024-09,Lavadoras,24994,50
Sucursal_173,Argentina,Buenos Aires,2024-09,Televisores,20931,50
Sucursal_173,Argentina,Buenos Aires,2024-09,Microondas,17183,50
Sucursal_173,Argentina,Buenos Aires,2024-10,Refrigeradores,89898,50
Sucursal_173,Argentina,Buenos Aires,2024-10,Lavadoras,14654,50
Sucursal_173,Argentina,Buenos Aires,2024-10,Televisores,33073,50
Sucursal_173,Argentina,Buenos Aires,2024-10,Microondas,31138,50
Sucursal_173,Argentina,Buenos Aires,2024-11,Refrigeradores,43299,50
Sucursal_173,Argentina,Buenos Aires,2024-11,Lavadoras,24989,50
Sucursal_173,Argentina,Buenos Aires,2024-11,Televisores,13882,50
Sucursal_173,Argentina,Buenos Aires,2024-11,Microondas,21502,50
Sucursal_173,Argentina,Buenos Aires,2024-12,Refrigeradores,56429,50
Sucursal_173,Argentina,Buenos Aires,2024-12,Lavadoras,21220,50
Sucursal_173,Argentina,Buenos Aires,2024-12,Televisores,27295,50
Sucursal_173,Argentina,Buenos Aires,2024-12,Microondas,10977,50
Sucursal_174,Perú,Lima,2024-01,Refrigeradores,19843,41
Sucursal_174,Perú,Lima,2024-01,Lavadoras,24909,41
Sucursal_174,Perú,Lima,2024-01,Televisores,24766,41
Sucursal_174,Perú,Lima,2024-01,Microondas,89076,41
Sucursal_174,Perú,Lima,2024-02,Refrigeradores,38771,41
Sucursal_174,Perú,Lima,2024-02,Lavadoras,27773,41
Sucursal_174,Perú,Lima,2024-02,Televisores,30959,41
Sucursal_174,Perú,Lima,2024-02,Microondas,91941,41
Sucursal_174,Perú,Lima,2024-03,Refrigeradores,10135,41
Sucursal_174,Perú,Lima,2024-03,Lavadoras,22517,41
Sucursal_174,Perú,Lima,2024-03,Televisores,10524,41
Sucursal_174,Perú,Lima,2024-03,Microondas,98363,41
Sucursal_174,Perú,Lima,2024-04,Refrigeradores,16927,41
Sucursal_174,Perú,Lima,2024-04,Lavadoras,39824,41
Sucursal_174,Perú,Lima,2024-04,Televisores,24081,41
Sucursal_174,Perú,Lima,2024-04,Microondas,48120,41
Sucursal_174,Perú,Lima,2024-05,Refrigeradores,10382,41
Sucursal_174,Perú,Lima,2024-05,Lavadoras,39103,41
Sucursal_174,Perú,Lima,2024-05,Televisores,12215,41
Sucursal_174,Perú,Lima,2024-05,Microondas,55563,41
Sucursal_174,Perú,Lima,2024-06,Refrigeradores,21282,41
Sucursal_174,Perú,Lima,2024-06,Lavadoras,10546,41
Sucursal_174,Perú,Lima,2024-06,Televisores,28850,41
Sucursal_174,Perú,Lima,2024-06,Microondas,63241,41
Sucursal_174,Perú,Lima,2024-07,Refrigeradores,15044,41
Sucursal_174,Perú,Lima,2024-07,Lavadoras,20461,41
Sucursal_174,Perú,Lima,2024-07,Televisores,34525,41
Sucursal_174,Perú,Lima,2024-07,Microondas,71846,41
Sucursal_174,Perú,Lima,2024-08,Refrigeradores,22172,41
Sucursal_174,Perú,Lima,2024-08,Lavadoras,17949,41
Sucursal_174,Perú,Lima,2024-08,Televisores,30704,41
Sucursal_174,Perú,Lima,2024-08,Microondas,100066,41
Sucursal_174,Perú,Lima,2024-09,Refrigeradores,31842,41
Sucursal_174,Perú,Lima,2024-09,Lavadoras,16374,41
Sucursal_174,Perú,Lima,2024-09,Televisores,30356,41
Sucursal_174,Perú,Lima,2024-09,Microondas,120931,41
Sucursal_174,Perú,Lima,2024-10,Refrigeradores,15349,41
Sucursal_174,Perú,Lima,2024-10,Lavadoras,10755,41
Sucursal_174,Perú,Lima,2024-10,Televisores,21993,41
Sucursal_174,Perú,Lima,2024-10,Microondas,42148,41
Sucursal_174,Perú,Lima,2024-11,Refrigeradores,33852,41
Sucursal_174,Perú,Lima,2024-11,Lavadoras,25884,41
Sucursal_174,Perú,Lima,2024-11,Televisores,21282,41
Sucursal_174,Perú,Lima,2024-11,Microondas,102256,41
Sucursal_174,Perú,Lima,2024-12,Refrigeradores,19207,41
Sucursal_174,Perú,Lima,2024-12,Lavadoras,21104,41
Sucursal_174,Perú,Lima,2024-12,Televisores,10018,41
Sucursal_174,Perú,Lima,2024-12,Microondas,111156,41
Sucursal_175,México,Guadalajara,2024-01,Refrigeradores,34994,37
Sucursal_175,México,Guadalajara,2024-01,Lavadoras,25253,37
Sucursal_175,México,Guadalajara,2024-01,Televisores,64067,37
Sucursal_175,México,Guadalajara,2024-01,Microondas,20750,37
Sucursal_175,México,Guadalajara,2024-02,Refrigeradores,40661,37
Sucursal_175,México,Guadalajara,2024-02,Lavadoras,18082,37
Sucursal_175,México,Guadalajara,2024-02,Televisores,84338,37
Sucursal_175,México,Guadalajara,2024-02,Microondas,41550,37
Sucursal_175,México,Guadalajara,2024-03,Refrigeradores,33976,37
Sucursal_175,México,Guadalajara,2024-03,Lavadoras,10869,37
Sucursal_175,México,Guadalajara,2024-03,Televisores,64579,37
Sucursal_175,México,Guadalajara,2024-03,Microondas,28234,37
Sucursal_175,México,Guadalajara,2024-04,Refrigeradores,20059,37
Sucursal_175,México,Guadalajara,2024-04,Lavadoras,16096,37
Sucursal_175,México,Guadalajara,2024-04,Televisores,96297,37
Sucursal_175,México,Guadalajara,2024-04,Microondas,35730,37
Sucursal_175,México,Guadalajara,2024-05,Refrigeradores,41866,37
Sucursal_175,México,Guadalajara,2024-05,Lavadoras,35439,37
Sucursal_175,México,Guadalajara,2024-05,Televisores,75353,37
Sucursal_175,México,Guadalajara,2024-05,Microondas,45859,37
Sucursal_175,México,Guadalajara,2024-06,Refrigeradores,20417,37
Sucursal_175,México,Guadalajara,2024-06,Lavadoras,41204,37
Sucursal_175,México,Guadalajara,2024-06,Televisores,119818,37
Sucursal_175,México,Guadalajara,2024-06,Microondas,53266,37
Sucursal_175,México,Guadalajara,2024-07,Refrigeradores,27822,37
Sucursal_175,México,Guadalajara,2024-07,Lavadoras,31507,37
Sucursal_175,México,Guadalajara,2024-07,Televisores,57449,37
Sucursal_175,México,Guadalajara,2024-07,Microondas,43945,37
Sucursal_175,México,Guadalajara,2024-08,Refrigeradores,43527,37
Sucursal_175,México,Guadalajara,2024-08,Lavadoras,22981,37
Sucursal_175,México,Guadalajara,2024-08,Televisores,89397,37
Sucursal_175,México,Guadalajara,2024-08,Microondas,48884,37
Sucursal_175,México,Guadalajara,2024-09,Refrigeradores,50202,37
Sucursal_175,México,Guadalajara,2024-09,Lavadoras,21104,37
Sucursal_175,México,Guadalajara,2024-09,Televisores,81369,37
Sucursal_175,México,Guadalajara,2024-09,Microondas,19101,37
Sucursal_175,México,Guadalajara,2024-10,Refrigeradores,29374,37
Sucursal_175,México,Guadalajara,2024-10,Lavadoras,18641,37
Sucursal_175,México,Guadalajara,2024-10,Televisores,91718,37
Sucursal_175,México,Guadalajara,2024-10,Microondas,51054,37
Sucursal_175,México,Guadalajara,2024-11,Refrigeradores,31601,37
